lotsizesquarefeet,calculatedfinishedsquarefeet,bedroomcnt,bathroomcnt,regionidzip,garagecarcnt,poolcnt,AgeofHouse,buildingclasstypeid
-0.0015879201401921665,-0.0015879201401921665,5.0,4.5,8,4.0,0.0,15.0,0.0
-0.009763246414508837,-0.009763246414508837,5.0,7.5,11,9.0,1.0,18.0,0.0
-0.013176724848965891,-0.013176724848965891,5.0,8.0,11,13.0,1.0,13.0,0.0
-0.0033905274658544574,-0.0033905274658544574,4.0,6.0,8,3.0,0.0,18.0,0.0
-0.025436367244186353,-0.025436367244186353,4.0,6.0,22,4.0,1.0,14.0,0.0
-0.12413939844555003,-0.12413939844555003,3.0,5.0,30,0.0,1.0,62.0,0.0
-0.010850548552056862,-0.010850548552056862,5.0,11.0,1,0.0,1.0,19.0,0.0
-0.03314215495250823,-0.03314215495250823,6.0,9.0,1,0.0,1.0,80.0,0.0
-0.01806480301613979,-0.01806480301613979,5.0,8.0,2,0.0,1.0,9.0,0.0
-0.0320639375733654,-0.0320639375733654,5.0,5.0,18,0.0,1.0,31.0,0.0
-0.011999053272545144,-0.011999053272545144,4.0,5.0,18,0.0,1.0,38.0,0.0
-0.0052337771317505135,-0.0052337771317505135,4.0,5.0,15,0.0,1.0,61.0,0.0
-0.0010308810063999732,-0.0010308810063999732,4.0,3.5,10,2.0,0.0,17.0,0.0
-0.0016309532063220355,-0.0016309532063220355,4.0,3.5,10,3.0,0.0,14.0,0.0
-0.001913058862062288,-0.001913058862062288,4.0,5.0,6,2.0,0.0,45.0,0.0
-0.02007301276886701,-0.02007301276886701,5.0,5.0,44,3.0,1.0,16.0,0.0
-0.007962073524384208,-0.007962073524384208,4.0,5.0,11,2.0,1.0,14.0,0.0
-0.005701881262207644,-0.005701881262207644,4.0,5.0,11,11.0,1.0,10.0,0.0
-0.00600454716065439,-0.00600454716065439,5.0,6.0,21,0.0,1.0,5.0,0.0
-0.006712202025901125,-0.006712202025901125,5.0,7.0,1,0.0,0.0,25.0,0.0
-0.006997176552716701,-0.006997176552716701,5.0,4.0,1,0.0,1.0,93.0,0.0
-0.0223614155966176,-0.0223614155966176,5.0,4.0,1,0.0,1.0,67.0,0.0
-0.008932230093023144,-0.008932230093023144,4.0,4.0,1,0.0,1.0,48.0,0.0
-0.06069574905028414,-0.06069574905028414,5.0,6.0,1,0.0,1.0,87.0,0.0
-0.07155920752217997,-0.07155920752217997,5.0,7.0,1,0.0,1.0,23.0,0.0
-0.009426632208337418,-0.009426632208337418,5.0,10.0,18,0.0,1.0,3.0,0.0
-0.00926023768596859,-0.00926023768596859,5.0,6.0,3,0.0,1.0,29.0,0.0
-0.0018786324091583928,-0.0018786324091583928,2.0,3.0,4,0.0,0.0,61.0,0.0
-0.009912905855604937,-0.009912905855604937,3.0,3.0,29,0.0,1.0,69.0,0.0
-0.011448708171262041,-0.011448708171262041,7.0,7.0,28,0.0,1.0,92.0,0.0
-0.007419378745968638,-0.007419378745968638,5.0,7.0,15,0.0,1.0,40.0,0.0
-0.011415238008716586,-0.011415238008716586,4.0,4.0,15,0.0,1.0,52.0,0.0
-0.00694027727638943,-0.00694027727638943,5.0,7.0,10,0.0,1.0,45.0,0.0
-0.003514845212451857,-0.003514845212451857,5.0,6.0,7,2.0,0.0,7.0,0.0
-0.0007511660765558247,-0.0007511660765558247,4.0,4.0,9,2.0,0.0,69.0,0.0
-0.012917092016649015,-0.012917092016649015,5.0,6.0,11,4.0,1.0,19.0,0.0
-0.006888637597033587,-0.006888637597033587,5.0,7.5,11,7.0,1.0,18.0,0.0
-0.0051663586614803855,-0.0051663586614803855,5.0,6.0,11,9.0,1.0,12.0,0.0
-0.24494469055639365,-0.24494469055639365,4.0,4.5,52,0.0,0.0,36.0,0.0
-0.0005316974392934927,-0.0005316974392934927,2.0,5.0,21,0.0,0.0,18.0,0.0
-0.009963589244602339,-0.009963589244602339,5.0,7.0,1,0.0,1.0,56.0,0.0
-0.00874288460205172,-0.00874288460205172,5.0,4.0,1,0.0,0.0,35.0,0.0
-0.01453513530313209,-0.01453513530313209,5.0,7.0,1,0.0,1.0,38.0,0.0
-0.063004233975562,-0.063004233975562,7.0,7.0,1,0.0,1.0,42.0,0.0
-0.010216049899230903,-0.010216049899230903,3.0,4.0,1,0.0,1.0,18.0,0.0
-0.008453128623443936,-0.008453128623443936,4.0,5.0,18,0.0,1.0,23.0,0.0
-0.004035067167444051,-0.004035067167444051,2.0,4.0,4,0.0,1.0,59.0,0.0
-0.002761766555179149,-0.002761766555179149,5.0,4.0,4,0.0,0.0,89.0,0.0
-0.011244540179734773,-0.011244540179734773,1.0,1.0,4,0.0,0.0,69.0,0.0
-0.008028535704295896,-0.008028535704295896,3.0,3.0,4,0.0,0.0,83.0,0.0
-0.04322241162084044,-0.04322241162084044,7.0,7.0,14,0.0,1.0,104.0,0.0
-0.00032179170561557604,-0.00032179170561557604,3.0,3.0,9,1.0,0.0,38.0,0.0
-0.0007941991426856937,-0.0007941991426856937,4.0,2.0,10,2.0,0.0,76.0,0.0
-0.0029267266420103136,-0.0029267266420103136,5.0,5.5,6,3.0,0.0,48.0,0.0
-0.004767585582010266,-0.004767585582010266,4.0,4.5,11,3.0,1.0,25.0,0.0
-0.0010380531840882847,-0.0010380531840882847,3.0,4.5,22,2.0,0.0,10.0,0.0
-0.009340566076077679,-0.009340566076077679,6.0,6.5,11,4.0,0.0,10.0,0.0
-0.043832046724346915,-0.043832046724346915,7.0,8.0,1,0.0,1.0,8.0,0.0
-0.42580214830629026,-0.42580214830629026,6.0,7.0,12,6.0,1.0,15.0,0.0
-0.002585809129225907,-0.002585809129225907,5.0,4.0,21,0.0,0.0,95.0,0.0
-0.020468916977261806,-0.020468916977261806,6.0,7.0,2,0.0,1.0,81.0,0.0
-0.014387388442752874,-0.014387388442752874,4.0,6.0,2,0.0,1.0,14.0,0.0
-0.009064198162488076,-0.009064198162488076,5.0,5.0,1,0.0,1.0,57.0,0.0
-0.03160922150792645,-0.03160922150792645,3.0,5.0,1,0.0,1.0,54.0,0.0
-0.015125166454290516,-0.015125166454290516,5.0,6.0,3,0.0,1.0,84.0,0.0
-0.017132898061838518,-0.017132898061838518,4.0,6.0,3,0.0,0.0,88.0,0.0
-0.003238955444041474,-0.003238955444041474,3.0,3.0,4,0.0,0.0,46.0,0.0
-0.006932626953521898,-0.006932626953521898,6.0,6.0,4,0.0,0.0,89.0,0.0
-0.01527147887913207,-0.01527147887913207,2.0,2.0,4,0.0,0.0,45.0,0.0
-0.015018061934145064,-0.015018061934145064,4.0,3.0,46,0.0,1.0,66.0,0.0
-0.0028607426072778477,-0.0028607426072778477,5.0,5.5,8,3.0,0.0,26.0,0.0
-0.001191537786618151,-0.001191537786618151,3.0,2.0,8,2.0,0.0,68.0,0.0
-0.009136398084550412,-0.009136398084550412,4.0,4.5,8,4.0,1.0,7.0,0.0
-0.053397819179837575,-0.053397819179837575,7.0,8.5,33,6.0,1.0,10.0,0.0
-0.0011814967378545147,-0.0011814967378545147,3.0,4.5,9,2.0,0.0,55.0,0.0
-0.007657973190399801,-0.007657973190399801,4.0,6.5,11,8.0,1.0,19.0,0.0
-0.002239153874290851,-0.002239153874290851,4.0,5.0,7,3.0,1.0,4.0,0.0
-0.0027832830882440836,-0.0027832830882440836,4.0,2.5,8,2.0,0.0,66.0,0.0
-0.023519961365869518,-0.023519961365869518,5.0,8.0,1,0.0,1.0,13.0,0.0
-0.047454474602123445,-0.047454474602123445,2.0,2.0,4,0.0,0.0,9.0,0.0
-0.034495783954882224,-0.034495783954882224,4.0,6.0,0,0.0,1.0,57.0,0.0
-0.040853202257801535,-0.040853202257801535,7.0,10.0,1,0.0,1.0,19.0,0.0
-0.010517759507319207,-0.010517759507319207,5.0,6.0,1,0.0,0.0,32.0,0.0
-0.007578601090649154,-0.007578601090649154,5.0,5.0,1,0.0,0.0,87.0,0.0
-0.016035076730347635,-0.016035076730347635,6.0,7.0,2,0.0,1.0,90.0,0.0
-0.04981698993265325,-0.04981698993265325,4.0,7.0,2,0.0,1.0,53.0,0.0
-0.009298967445485473,-0.009298967445485473,5.0,6.0,18,0.0,1.0,25.0,0.0
-0.014426118202269755,-0.014426118202269755,7.0,7.0,18,0.0,1.0,81.0,0.0
-0.005157752048254412,-0.005157752048254412,3.0,3.0,3,0.0,0.0,66.0,0.0
-0.014656584178654165,-0.014656584178654165,5.0,5.0,3,0.0,1.0,63.0,0.0
-0.002164563226332411,-0.002164563226332411,3.0,3.0,4,0.0,0.0,43.0,0.0
-0.004856042440166107,-0.004856042440166107,3.0,4.0,4,0.0,1.0,27.0,0.0
-0.0023037034734856546,-0.0023037034734856546,6.0,4.0,4,0.0,0.0,6.0,0.0
-0.06205033434301657,-0.06205033434301657,5.0,8.0,4,0.0,1.0,13.0,0.0
-0.01205403996815553,-0.01205403996815553,6.0,4.0,29,0.0,1.0,92.0,0.0
-0.07954901346695897,-0.07954901346695897,6.0,6.0,15,0.0,1.0,80.0,0.0
-0.010788389678758161,-0.010788389678758161,4.0,5.0,15,0.0,1.0,77.0,0.0
-0.0010829988309350369,-0.0010829988309350369,4.0,4.5,10,2.0,0.0,50.0,0.0
-0.001913058862062288,-0.001913058862062288,4.0,5.0,6,3.0,0.0,14.0,0.0
-0.004759935259142733,-0.004759935259142733,5.0,3.5,8,0.0,1.0,55.0,0.0
-0.008387144588711471,-0.008387144588711471,4.0,6.0,11,5.0,1.0,10.0,0.0
-0.05658752567041931,-0.05658752567041931,8.0,11.0,1,0.0,1.0,7.0,0.0
-0.0091292259068621,-0.0091292259068621,4.0,4.0,27,0.0,1.0,75.0,0.0
-0.00974651133323611,-0.00974651133323611,4.0,9.0,1,0.0,1.0,7.0,0.0
-0.013251793642103552,-0.013251793642103552,5.0,6.0,1,0.0,1.0,90.0,0.0
-0.022246182608425397,-0.022246182608425397,7.0,14.0,1,0.0,1.0,10.0,0.0
-0.021333881606472174,-0.021333881606472174,5.0,6.0,1,0.0,1.0,29.0,0.0
-0.018877171675635872,-0.018877171675635872,3.0,6.0,1,0.0,1.0,21.0,0.0
-0.035007877441827664,-0.035007877441827664,4.0,5.0,1,0.0,1.0,12.0,0.0
-0.006951752760690729,-0.006951752760690729,1.0,1.0,2,0.0,0.0,82.0,0.0
-0.0901384947511613,-0.0901384947511613,8.0,5.0,2,0.0,1.0,27.0,0.0
-0.20207515007781812,-0.20207515007781812,4.0,8.0,1,0.0,0.0,19.0,0.0
-0.010988254363672442,-0.010988254363672442,6.0,4.0,18,0.0,1.0,93.0,0.0
-0.01234618667265942,-0.01234618667265942,5.0,6.0,18,0.0,1.0,70.0,0.0
-0.015618134134067126,-0.015618134134067126,7.0,6.0,3,0.0,0.0,92.0,0.0
-0.03134050391720438,-0.03134050391720438,4.0,6.0,4,0.0,1.0,26.0,0.0
-0.00655393597157905,-0.00655393597157905,3.0,4.0,15,0.0,1.0,49.0,0.0
-0.0019154495879583919,-0.0019154495879583919,1.0,1.0,4,0.0,0.0,61.0,0.0
-0.01347604373115809,-0.01347604373115809,7.0,9.0,11,4.0,1.0,10.0,0.0
-0.00268765405239993,-0.00268765405239993,3.0,4.5,7,2.0,0.0,6.0,0.0
-0.0076708831102387616,-0.0076708831102387616,7.0,8.0,1,0.0,1.0,88.0,0.0
-0.011229717679178929,-0.011229717679178929,6.0,7.0,1,0.0,1.0,43.0,0.0
-0.005320799554368693,-0.005320799554368693,8.0,7.0,1,0.0,1.0,91.0,0.0
-0.007686661901153047,-0.007686661901153047,7.0,8.0,1,0.0,1.0,11.0,0.0
-0.01005778384490883,-0.01005778384490883,5.0,6.0,1,0.0,1.0,56.0,0.0
-0.04398648761723522,-0.04398648761723522,5.0,4.0,2,0.0,1.0,66.0,0.0
-0.02342672305592147,-0.02342672305592147,4.0,5.0,13,0.0,1.0,59.0,0.0
-0.014767035715054161,-0.014767035715054161,4.0,4.0,18,0.0,1.0,88.0,0.0
-0.015438351546680119,-0.015438351546680119,6.0,10.0,18,0.0,1.0,10.0,0.0
-0.005671758115916736,-0.005671758115916736,5.0,7.0,3,0.0,1.0,4.0,0.0
-0.009562425439236116,-0.009562425439236116,3.0,5.0,3,0.0,0.0,21.0,0.0
-0.021898092917952677,-0.021898092917952677,6.0,9.0,4,0.0,0.0,13.0,0.0
-0.0011408543976207497,-0.0011408543976207497,4.0,5.0,4,0.0,0.0,27.0,0.0
-1.0,-1.0,13.0,15.0,18,0.0,1.0,53.0,0.0
-0.0002950155755792131,-0.0002950155755792131,5.0,3.0,9,0.0,0.0,56.0,0.0
-0.008807912346425745,-0.008807912346425745,6.0,10.5,11,8.0,1.0,23.0,0.0
-0.007851621987984211,-0.007851621987984211,8.0,12.5,22,4.0,1.0,28.0,0.0
-0.010485723780311417,-0.010485723780311417,4.0,5.5,11,3.0,1.0,10.0,0.0
-0.0060298888551530904,-0.0060298888551530904,6.0,4.0,1,0.0,0.0,87.0,0.0
-0.0057229196500933575,-0.0057229196500933575,4.0,5.0,1,0.0,1.0,84.0,0.0
-0.005698056100773878,-0.005698056100773878,6.0,8.0,1,0.0,1.0,6.0,0.0
-0.06440902451211261,-0.06440902451211261,3.0,8.0,1,0.0,1.0,104.0,0.0
-0.04556197598276765,-0.04556197598276765,9.0,8.0,13,0.0,1.0,67.0,0.0
-0.032691264048503046,-0.032691264048503046,4.0,5.0,2,0.0,1.0,38.0,0.0
-0.007092805588560854,-0.007092805588560854,4.0,7.0,18,0.0,1.0,93.0,0.0
-0.01447871417198404,-0.01447871417198404,5.0,8.0,18,0.0,1.0,27.0,0.0
-0.009728819961604943,-0.009728819961604943,5.0,5.0,3,0.0,1.0,63.0,0.0
-0.008245135470482903,-0.008245135470482903,5.0,5.0,4,0.0,0.0,68.0,0.0
-0.004652352593818061,-0.004652352593818061,3.0,4.0,4,0.0,0.0,22.0,0.0
-0.01603125156891387,-0.01603125156891387,5.0,7.0,28,0.0,1.0,93.0,0.0
-0.008638648952981593,-0.008638648952981593,4.0,6.0,11,7.0,0.0,17.0,0.0
-0.0016644233688674892,-0.0016644233688674892,4.0,5.0,22,2.0,0.0,7.0,0.0
-0.008855726864347822,-0.008855726864347822,4.0,6.5,22,6.0,1.0,29.0,0.0
-0.013053841537906154,-0.013053841537906154,3.0,5.5,8,5.0,1.0,5.0,0.0
-0.034009510307614704,-0.034009510307614704,7.0,11.0,1,0.0,1.0,14.0,0.0
-0.061718023443458135,-0.061718023443458135,7.0,10.0,30,0.0,1.0,9.0,0.0
-0.013255140658358098,-0.013255140658358098,5.0,8.0,1,0.0,1.0,10.0,0.0
-0.0008377103539947834,-0.0008377103539947834,4.0,5.0,21,0.0,0.0,25.0,0.0
-0.01023278498050363,-0.01023278498050363,8.0,8.0,27,0.0,1.0,89.0,0.0
-0.010517759507319207,-0.010517759507319207,6.0,7.0,1,0.0,1.0,89.0,0.0
-0.036880293963656184,-0.036880293963656184,5.0,8.0,1,0.0,1.0,17.0,0.0
-0.02478035205829546,-0.02478035205829546,8.0,5.0,18,0.0,0.0,103.0,0.0
-0.003378573836373938,-0.003378573836373938,2.0,2.0,4,0.0,0.0,61.0,0.0
-0.012953909195449014,-0.012953909195449014,3.0,2.0,4,0.0,1.0,90.0,0.0
-0.03671963718343801,-0.03671963718343801,2.0,4.0,4,0.0,1.0,31.0,0.0
-0.010323154419376356,-0.010323154419376356,11.0,7.0,43,0.0,1.0,95.0,0.0
-0.054732800520221954,-0.054732800520221954,6.0,9.0,14,0.0,1.0,90.0,0.0
-0.006082484824867375,-0.006082484824867375,4.0,5.0,15,0.0,0.0,79.0,0.0
-0.0022888809729298106,-0.0022888809729298106,6.0,7.5,6,0.0,1.0,46.0,0.0
-0.007909477554669924,-0.007909477554669924,6.0,7.5,8,5.0,1.0,9.0,0.0
-0.008114601836555633,-0.008114601836555633,5.0,7.5,11,9.0,1.0,19.0,0.0
-0.017607696224804736,-0.017607696224804736,6.0,7.5,11,5.0,1.0,12.0,0.0
-0.01734089121479955,-0.01734089121479955,3.0,4.0,13,0.0,0.0,16.0,0.0
-0.01878154263979172,-0.01878154263979172,6.0,8.5,16,9.0,1.0,11.0,0.0
-0.10034976319859999,-0.10034976319859999,8.0,14.0,4,0.0,1.0,24.0,0.0
-0.012126239890217867,-0.012126239890217867,2.0,4.0,27,0.0,1.0,21.0,0.0
-0.006080094098971271,-0.006080094098971271,4.0,6.0,1,0.0,1.0,88.0,0.0
-0.01737962097431643,-0.01737962097431643,6.0,9.0,1,0.0,1.0,27.0,0.0
-0.00886003017096081,-0.00886003017096081,5.0,6.0,1,0.0,1.0,61.0,0.0
-0.007519311088425779,-0.007519311088425779,7.0,4.0,1,0.0,1.0,93.0,0.0
-0.031568101022513465,-0.031568101022513465,8.0,10.0,1,0.0,1.0,85.0,0.0
-0.027271966587214876,-0.027271966587214876,8.0,13.0,1,0.0,1.0,88.0,0.0
-0.01052636612054518,-0.01052636612054518,6.0,7.0,1,0.0,1.0,48.0,0.0
-0.03094125269255504,-0.03094125269255504,5.0,10.0,1,0.0,1.0,20.0,0.0
-0.012863061611397069,-0.012863061611397069,4.0,6.0,1,0.0,1.0,51.0,0.0
-0.013477478166695754,-0.013477478166695754,3.0,4.0,1,0.0,1.0,56.0,0.0
-0.007251549788062149,-0.007251549788062149,5.0,7.0,18,0.0,1.0,86.0,0.0
-0.015561234857739855,-0.015561234857739855,7.0,7.0,3,0.0,1.0,88.0,0.0
-0.11727179923640214,-0.11727179923640214,5.0,5.0,3,0.0,1.0,68.0,0.0
-0.0036056927965038023,-0.0036056927965038023,4.0,3.0,4,0.0,0.0,58.0,0.0
-0.0035851325537973096,-0.0035851325537973096,3.0,2.0,4,0.0,0.0,86.0,0.0
-0.0037630025604674347,-0.0037630025604674347,2.0,3.0,4,0.0,0.0,60.0,0.0
-0.10927338667839716,-0.10927338667839716,5.0,6.0,53,0.0,1.0,87.0,0.0
-0.0015687943330233358,-0.0015687943330233358,4.0,5.0,10,0.0,0.0,8.0,0.0
-0.0045811089621141665,-0.0045811089621141665,3.0,5.5,7,2.0,1.0,8.0,0.0
-0.0031892283454025144,-0.0031892283454025144,3.0,3.5,8,2.0,1.0,18.0,0.0
-0.004627967189677802,-0.004627967189677802,4.0,9.0,54,0.0,1.0,90.0,0.0
-0.012793730560410057,-0.012793730560410057,8.0,8.0,18,0.0,1.0,3.0,0.0
-0.008208796436862124,-0.008208796436862124,5.0,6.5,11,11.0,1.0,8.0,0.0
-0.1476512313433728,-0.1476512313433728,4.0,4.0,55,0.0,0.0,27.0,0.0
-0.004999485993932338,-0.004999485993932338,5.0,7.0,1,0.0,1.0,30.0,0.0
-0.012972556857438623,-0.012972556857438623,5.0,8.0,18,0.0,1.0,16.0,0.0
-0.003157670763573944,-0.003157670763573944,5.0,6.0,3,0.0,1.0,4.0,0.0
-0.015801263737708682,-0.015801263737708682,5.0,6.0,3,0.0,1.0,27.0,0.0
-0.0018317741815947577,-0.0018317741815947577,3.0,4.0,4,0.0,0.0,52.0,0.0
-0.06029554153527636,-0.06029554153527636,4.0,4.0,4,0.0,1.0,33.0,0.0
-0.0026035005008570753,-0.0026035005008570753,3.0,4.0,4,0.0,0.0,89.0,0.0
-0.00032179170561557604,-0.00032179170561557604,3.0,3.5,9,2.0,0.0,13.0,0.0
-0.00413404321954275,-0.00413404321954275,5.0,6.5,8,3.0,0.0,14.0,0.0
-0.0011040372188207506,-0.0011040372188207506,3.0,4.0,8,3.0,0.0,12.0,0.0
-0.0005379133266233627,-0.0005379133266233627,6.0,4.5,9,2.0,0.0,49.0,0.0
-0.05355417265344276,-0.05355417265344276,4.0,6.0,13,0.0,1.0,86.0,0.0
-0.004138824671334957,-0.004138824671334957,5.0,10.0,21,0.0,0.0,11.0,0.0
-0.0008343633377402381,-0.0008343633377402381,5.0,6.0,21,0.0,0.0,63.0,0.0
-0.006995263971999818,-0.006995263971999818,2.0,3.0,1,0.0,1.0,15.0,0.0
-0.014088069560560672,-0.014088069560560672,6.0,7.0,1,0.0,1.0,65.0,0.0
-0.006929279937267352,-0.006929279937267352,4.0,6.0,1,0.0,1.0,86.0,0.0
-0.006118823858488153,-0.006118823858488153,6.0,7.0,1,0.0,1.0,93.0,0.0
-0.007194172366555657,-0.007194172366555657,5.0,4.0,1,0.0,1.0,80.0,0.0
-0.015587054697417778,-0.015587054697417778,5.0,5.0,1,0.0,1.0,93.0,0.0
-0.04235218739465864,-0.04235218739465864,5.0,6.0,2,0.0,1.0,55.0,0.0
-0.023480275315994194,-0.023480275315994194,3.0,3.0,2,0.0,1.0,65.0,0.0
-0.06718848243892293,-0.06718848243892293,8.0,13.0,1,0.0,1.0,24.0,0.0
-0.108343872449992,-0.108343872449992,7.0,15.0,1,0.0,0.0,15.0,0.0
-0.010848157826160757,-0.010848157826160757,4.0,4.0,18,0.0,1.0,10.0,0.0
-0.00987130722501273,-0.00987130722501273,3.0,5.0,18,0.0,1.0,28.0,0.0
-0.01173607342397372,-0.01173607342397372,3.0,5.0,18,0.0,0.0,7.0,0.0
-0.010247607481059474,-0.010247607481059474,5.0,6.0,18,0.0,1.0,91.0,0.0
-0.008659209195688087,-0.008659209195688087,6.0,8.0,18,0.0,1.0,26.0,0.0
-0.002222418793018124,-0.002222418793018124,1.0,3.0,4,0.0,0.0,29.0,0.0
-0.007282629224711499,-0.007282629224711499,3.0,3.0,15,0.0,1.0,56.0,0.0
-0.025439714260440897,-0.025439714260440897,4.0,4.0,31,0.0,0.0,93.0,0.0
-0.014411773846893133,-0.014411773846893133,7.0,8.0,46,0.0,1.0,5.0,0.0
-0.0023051379090233168,-0.0023051379090233168,4.0,5.5,10,2.0,0.0,41.0,0.0
-0.003452686339153157,-0.003452686339153157,4.0,5.5,8,2.0,0.0,7.0,0.0
-0.011756633666680213,-0.011756633666680213,5.0,6.0,11,4.0,1.0,17.0,0.0
-0.007720610208877722,-0.007720610208877722,6.0,8.5,11,12.0,1.0,16.0,0.0
-0.010672678545386735,-0.010672678545386735,6.0,6.0,4,0.0,0.0,22.0,0.0
-0.06884525548492289,-0.06884525548492289,5.0,6.0,3,0.0,1.0,92.0,0.0
-0.020819397393630628,-0.020819397393630628,5.0,8.0,1,0.0,1.0,90.0,0.0
-0.00791282457092447,-0.00791282457092447,5.0,6.0,1,0.0,0.0,30.0,0.0
-0.015347503962628174,-0.015347503962628174,4.0,5.0,1,0.0,1.0,66.0,0.0
-0.013342641226155498,-0.013342641226155498,8.0,7.0,2,0.0,1.0,80.0,0.0
-0.01543882969185934,-0.01543882969185934,7.0,6.0,2,0.0,1.0,81.0,0.0
-0.03797476827889252,-0.03797476827889252,5.0,7.0,2,0.0,1.0,29.0,0.0
-0.04218627101746904,-0.04218627101746904,7.0,9.0,1,0.0,1.0,39.0,0.0
-0.01959104242821248,-0.01959104242821248,4.0,5.0,1,0.0,1.0,45.0,0.0
-0.014730696681433383,-0.014730696681433383,4.0,4.0,18,0.0,1.0,79.0,0.0
-0.01349995099011913,-0.01349995099011913,7.0,14.0,3,0.0,1.0,25.0,0.0
-0.003405828111589522,-0.003405828111589522,4.0,5.0,4,0.0,1.0,50.0,0.0
-0.015362804608363237,-0.015362804608363237,7.0,7.0,28,0.0,1.0,90.0,0.0
-0.04873112223064289,-0.04873112223064289,6.0,6.0,26,0.0,1.0,51.0,0.0
-0.2660825326393853,-0.2660825326393853,2.0,3.0,30,0.0,0.0,44.0,0.0
-0.0010739140725298422,-0.0010739140725298422,4.0,3.5,19,2.0,0.0,9.0,0.0
-0.007373476808763445,-0.007373476808763445,4.0,4.5,6,4.0,1.0,28.0,0.0
-0.007851621987984211,-0.007851621987984211,5.0,8.5,11,9.0,0.0,24.0,0.0
-0.003668807960160944,-0.003668807960160944,4.0,5.5,8,2.0,1.0,6.0,0.0
-0.0010380531840882847,-0.0010380531840882847,5.0,6.5,22,2.0,1.0,11.0,0.0
-0.007597726897817985,-0.007597726897817985,5.0,7.0,3,0.0,1.0,17.0,0.0
-0.017513023479319025,-0.017513023479319025,4.0,9.0,1,0.0,1.0,9.0,0.0
-0.009416591159573781,-0.009416591159573781,5.0,5.5,11,5.0,1.0,10.0,0.0
-0.278411984230772,-0.278411984230772,6.0,9.0,12,2.0,1.0,7.0,0.0
-0.0046958638051271505,-0.0046958638051271505,3.0,4.0,21,0.0,1.0,15.0,0.0
-0.003372836094223289,-0.003372836094223289,1.0,3.0,27,0.0,1.0,56.0,0.0
-0.0065572829878335955,-0.0065572829878335955,5.0,6.0,1,0.0,1.0,88.0,0.0
-0.0065381571806647654,-0.0065381571806647654,4.0,9.0,1,0.0,0.0,13.0,0.0
-0.024435131238898067,-0.024435131238898067,8.0,11.0,2,0.0,1.0,15.0,0.0
-0.01548903493567752,-0.01548903493567752,6.0,7.0,18,0.0,1.0,66.0,0.0
-0.023655754596768216,-0.023655754596768216,6.0,10.0,2,0.0,1.0,7.0,0.0
-0.02592120645591621,-0.02592120645591621,5.0,6.0,2,0.0,0.0,66.0,0.0
-0.006012197483521922,-0.006012197483521922,5.0,7.0,2,0.0,1.0,16.0,0.0
-0.009032640580659506,-0.009032640580659506,5.0,5.0,18,0.0,0.0,77.0,0.0
-0.010601913058862062,-0.010601913058862062,5.0,5.0,3,0.0,1.0,62.0,0.0
-0.0035014571474336754,-0.0035014571474336754,5.0,5.0,3,0.0,1.0,7.0,0.0
-0.009657098184721827,-0.009657098184721827,6.0,7.0,3,0.0,1.0,6.0,0.0
-0.008667815808914061,-0.008667815808914061,6.0,5.0,3,0.0,1.0,52.0,0.0
-0.031187497459853736,-0.031187497459853736,8.0,8.0,4,0.0,1.0,34.0,0.0
-0.003145238988914204,-0.003145238988914204,3.0,4.0,4,0.0,0.0,29.0,0.0
-0.008065352883095895,-0.008065352883095895,4.0,4.0,4,0.0,0.0,28.0,0.0
-0.01927355402920989,-0.01927355402920989,2.0,3.0,4,0.0,0.0,62.0,0.0
-0.02084521723330855,-0.02084521723330855,3.0,2.0,4,0.0,0.0,65.0,0.0
-0.01800838188499174,-0.01800838188499174,4.0,6.0,31,0.0,1.0,88.0,0.0
-0.00203259515686748,-0.00203259515686748,3.0,4.5,7,3.0,1.0,5.0,0.0
-0.004093400879308985,-0.004093400879308985,5.0,5.0,8,2.0,0.0,64.0,0.0
-0.013242708883698358,-0.013242708883698358,6.0,8.0,3,0.0,1.0,25.0,0.0
-0.011203897839501008,-0.011203897839501008,4.0,4.5,11,4.0,1.0,10.0,0.0
-0.000836754063636342,-0.000836754063636342,3.0,5.0,21,0.0,1.0,12.0,0.0
-0.006857558160384238,-0.006857558160384238,5.0,6.0,18,0.0,1.0,79.0,0.0
-0.01020122739867506,-0.01020122739867506,9.0,10.0,1,0.0,1.0,95.0,0.0
-0.07502432563599286,-0.07502432563599286,4.0,6.0,1,0.0,1.0,37.0,0.0
-0.022543588909900714,-0.022543588909900714,4.0,7.0,2,0.0,1.0,88.0,0.0
-0.04413949407458587,-0.04413949407458587,8.0,9.0,2,0.0,1.0,79.0,0.0
-0.02415063485726171,-0.02415063485726171,6.0,15.0,2,0.0,1.0,81.0,0.0
-0.08417219920484456,-0.08417219920484456,4.0,7.0,2,0.0,1.0,16.0,0.0
-0.01513998895484636,-0.01513998895484636,5.0,6.0,18,0.0,1.0,79.0,0.0
-0.012705751847433435,-0.012705751847433435,5.0,6.0,18,0.0,1.0,13.0,0.0
-0.008700329681101073,-0.008700329681101073,4.0,4.0,18,0.0,1.0,95.0,0.0
-0.017206532419438515,-0.017206532419438515,5.0,7.0,3,0.0,1.0,83.0,0.0
-0.1474441944807702,-0.1474441944807702,3.0,7.0,18,0.0,1.0,64.0,0.0
-0.004301872177449239,-0.004301872177449239,5.0,4.0,4,0.0,0.0,49.0,0.0
